season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG,family
2025-26,0022500396,20251221,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500396,20251221,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,1,Pull-ups
2025-26,0022500396,20251221,Running Jump Shot,3PT Field Goal,Left Corner 3,23,1,Running jumpers
2025-26,0022500396,20251221,Pullup Jump shot,3PT Field Goal,Above the Break 3,26,1,Pull-ups
2025-26,0022500396,20251221,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500396,20251221,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500396,20251221,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500396,20251221,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500396,20251221,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2025-26,0022500396,20251221,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500411,20251223,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2025-26,0022500411,20251223,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2025-26,0022500411,20251223,Step Back Jump shot,3PT Field Goal,Above the Break 3,24,1,Step-backs
2025-26,0022500411,20251223,Running Alley Oop Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500411,20251223,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500411,20251223,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500411,20251223,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500411,20251223,Cutting Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500427,20251226,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500427,20251226,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500427,20251226,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500427,20251226,Jump Shot,3PT Field Goal,Right Corner 3,24,0,Standard jumpers
2025-26,0022500427,20251226,Pullup Jump shot,3PT Field Goal,Above the Break 3,24,0,Pull-ups
2025-26,0022500427,20251226,Tip Dunk Shot,2PT Field Goal,Restricted Area,0,0,Dunks
2025-26,0022500427,20251226,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500427,20251226,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2025-26,0022500427,20251226,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500427,20251226,Driving Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2025-26,0022500437,20251227,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500437,20251227,Running Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500437,20251227,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500437,20251227,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2025-26,0022500437,20251227,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2025-26,0022500452,20251229,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,1,Pull-ups
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2025-26,0022500452,20251229,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500452,20251229,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500452,20251229,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2025-26,0022500452,20251229,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500452,20251229,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2025-26,0022500452,20251229,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500452,20251229,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500466,20251231,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500466,20251231,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500466,20251231,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500466,20251231,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Floaters
2025-26,0022500466,20251231,Pullup Jump shot,3PT Field Goal,Above the Break 3,26,0,Pull-ups
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500466,20251231,Running Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500466,20251231,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500466,20251231,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500466,20251231,Driving Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500466,20251231,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500466,20251231,Step Back Jump shot,3PT Field Goal,Above the Break 3,25,0,Step-backs
2025-26,0022500480,20260102,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500480,20260102,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500480,20260102,Jump Shot,3PT Field Goal,Left Corner 3,22,0,Standard jumpers
2025-26,0022500480,20260102,Running Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500480,20260102,Running Jump Shot,3PT Field Goal,Above the Break 3,25,0,Running jumpers
2025-26,0022500480,20260102,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500480,20260102,Pullup Jump shot,3PT Field Goal,Above the Break 3,26,1,Pull-ups
2025-26,0022500480,20260102,Putback Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500480,20260102,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500480,20260102,Running Jump Shot,3PT Field Goal,Above the Break 3,25,0,Running jumpers
2025-26,0022500480,20260102,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500480,20260102,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500480,20260102,Running Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500480,20260102,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500489,20260103,Cutting Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500489,20260103,Tip Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2025-26,0022500489,20260103,Step Back Jump shot,3PT Field Goal,Above the Break 3,26,1,Step-backs
2025-26,0022500489,20260103,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500489,20260103,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500489,20260103,Cutting Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2025-26,0022500489,20260103,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500489,20260103,Cutting Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500489,20260103,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500489,20260103,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500489,20260103,Running Jump Shot,3PT Field Goal,Left Corner 3,22,0,Running jumpers
2025-26,0022500503,20260105,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2025-26,0022500503,20260105,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2025-26,0022500503,20260105,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500503,20260105,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,0,Layups
2025-26,0022500503,20260105,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2025-26,0022500503,20260105,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500503,20260105,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2025-26,0022500503,20260105,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500503,20260105,Cutting Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500503,20260105,Turnaround Hook Shot,2PT Field Goal,Restricted Area,3,1,Hooks
2025-26,0022500503,20260105,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,1,Layups
2025-26,0022500503,20260105,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500517,20260107,Running Alley Oop Dunk Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Dunks
2025-26,0022500517,20260107,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500517,20260107,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,1,Floaters
2025-26,0022500517,20260107,Jump Shot,3PT Field Goal,Left Corner 3,25,0,Standard jumpers
2025-26,0022500517,20260107,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),8,0,Turnarounds/fades
2025-26,0022500517,20260107,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500517,20260107,Step Back Jump shot,3PT Field Goal,Above the Break 3,25,1,Step-backs
2025-26,0022500517,20260107,Alley Oop Dunk Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Dunks
2025-26,0022500517,20260107,Running Jump Shot,3PT Field Goal,Right Corner 3,23,1,Running jumpers
2025-26,0022500517,20260107,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2025-26,0022500517,20260107,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2025-26,0022500517,20260107,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2025-26,0022500517,20260107,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500517,20260107,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2025-26,0022500517,20260107,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2025-26,0022500529,20260129,Step Back Jump shot,3PT Field Goal,Above the Break 3,27,0,Step-backs
2025-26,0022500529,20260129,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500529,20260129,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,3,0,Floaters
2025-26,0022500529,20260129,Running Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500529,20260129,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),5,0,Floaters
2025-26,0022500529,20260129,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500529,20260129,Tip Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500529,20260129,Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2025-26,0022500529,20260129,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Turnarounds/fades
2025-26,0022500529,20260129,Driving Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500529,20260129,Step Back Jump shot,3PT Field Goal,Left Corner 3,24,0,Step-backs
2025-26,0022500529,20260129,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2025-26,0022500529,20260129,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500529,20260129,Driving Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500529,20260129,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2025-26,0022500546,20260110,Driving Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500546,20260110,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500546,20260110,Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500546,20260110,Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500546,20260110,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500546,20260110,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,24,0,Pull-ups
2025-26,0022500546,20260110,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500546,20260110,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500546,20260110,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),8,0,Turnarounds/fades
2025-26,0022500546,20260110,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2025-26,0022500546,20260110,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2025-26,0022500546,20260110,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500546,20260110,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500546,20260110,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Floaters
2025-26,0022500546,20260110,Step Back Jump shot,3PT Field Goal,Above the Break 3,26,0,Step-backs
2025-26,0022500546,20260110,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500565,20260113,Pullup Jump shot,3PT Field Goal,Above the Break 3,27,0,Pull-ups
2025-26,0022500565,20260113,Running Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2025-26,0022500565,20260113,Cutting Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2025-26,0022500565,20260113,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500565,20260113,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2025-26,0022500565,20260113,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500565,20260113,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Floaters
2025-26,0022500565,20260113,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500565,20260113,Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,0,Layups
2025-26,0022500565,20260113,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500565,20260113,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Layups
2025-26,0022500565,20260113,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,1,Pull-ups
2025-26,0022500565,20260113,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500565,20260113,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500573,20260114,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2025-26,0022500573,20260114,Running Jump Shot,3PT Field Goal,Above the Break 3,25,0,Running jumpers
2025-26,0022500573,20260114,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500573,20260114,Cutting Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500573,20260114,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,3,1,Floaters
2025-26,0022500573,20260114,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500573,20260114,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500587,20260116,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500587,20260116,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500587,20260116,Running Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500587,20260116,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500587,20260116,Step Back Jump shot,3PT Field Goal,Above the Break 3,26,0,Step-backs
2025-26,0022500587,20260116,Tip Layup Shot,2PT Field Goal,Restricted Area,0,0,Tip-ins
2025-26,0022500587,20260116,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,24,0,Pull-ups
2025-26,0022500587,20260116,Running Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2025-26,0022500587,20260116,Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500587,20260116,Driving Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500587,20260116,Running Jump Shot,3PT Field Goal,Left Corner 3,24,1,Running jumpers
2025-26,0022500587,20260116,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500587,20260116,Running Jump Shot,3PT Field Goal,Left Corner 3,23,0,Running jumpers
2025-26,0022500587,20260116,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),5,0,Hooks
2025-26,0022500587,20260116,Turnaround Bank shot,2PT Field Goal,In The Paint (Non-RA),11,0,Turnarounds/fades
2025-26,0022500603,20260118,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,21,0,Turnarounds/fades
2025-26,0022500603,20260118,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),8,0,Floaters
2025-26,0022500603,20260118,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500603,20260118,Cutting Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2025-26,0022500603,20260118,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500603,20260118,Jump Shot,3PT Field Goal,Left Corner 3,22,1,Standard jumpers
2025-26,0022500603,20260118,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500603,20260118,Reverse Dunk Shot,2PT Field Goal,Restricted Area,2,1,Dunks
2025-26,0022500603,20260118,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2025-26,0022500603,20260118,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500603,20260118,Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500603,20260118,Step Back Jump shot,3PT Field Goal,Right Corner 3,22,0,Step-backs
2025-26,0022500603,20260118,Cutting Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500614,20260120,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500614,20260120,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Above the Break 3,26,1,Standard jumpers
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500614,20260120,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500614,20260120,Running Jump Shot,3PT Field Goal,Above the Break 3,25,0,Running jumpers
2025-26,0022500614,20260120,Running Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500614,20260120,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500614,20260120,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500614,20260120,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500631,20260122,Running Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500631,20260122,Step Back Jump shot,2PT Field Goal,Mid-Range,15,0,Step-backs
2025-26,0022500631,20260122,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500631,20260122,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500631,20260122,Jump Shot,3PT Field Goal,Right Corner 3,22,1,Standard jumpers
2025-26,0022500631,20260122,Driving Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500631,20260122,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500631,20260122,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Floaters
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500647,20260124,Driving Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500647,20260124,Running Jump Shot,3PT Field Goal,Above the Break 3,26,1,Running jumpers
2025-26,0022500647,20260124,Pullup Jump shot,3PT Field Goal,Above the Break 3,24,0,Pull-ups
2025-26,0022500647,20260124,Driving Dunk Shot,2PT Field Goal,Restricted Area,1,0,Dunks
2025-26,0022500647,20260124,Pullup Jump shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2025-26,0022500647,20260124,Driving Layup Shot,2PT Field Goal,Restricted Area,3,0,Layups
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500647,20260124,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500661,20260126,Jump Shot,3PT Field Goal,Left Corner 3,23,1,Standard jumpers
2025-26,0022500661,20260126,Running Pull-Up Jump Shot,2PT Field Goal,In The Paint (Non-RA),4,1,Pull-ups
2025-26,0022500661,20260126,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,25,0,Pull-ups
2025-26,0022500661,20260126,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500661,20260126,Cutting Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500661,20260126,Jump Shot,3PT Field Goal,Above the Break 3,27,0,Standard jumpers
2025-26,0022500661,20260126,Jump Shot,3PT Field Goal,Right Corner 3,23,0,Standard jumpers
2025-26,0022500661,20260126,Step Back Jump shot,3PT Field Goal,Right Corner 3,23,0,Step-backs
2025-26,0022500672,20260128,Tip Dunk Shot,2PT Field Goal,Restricted Area,0,1,Dunks
2025-26,0022500672,20260128,Driving Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Left Corner 3,24,1,Standard jumpers
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Above the Break 3,28,1,Standard jumpers
2025-26,0022500672,20260128,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,2,1,Layups
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Above the Break 3,27,1,Standard jumpers
2025-26,0022500672,20260128,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Above the Break 3,30,0,Standard jumpers
2025-26,0022500672,20260128,Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Left Corner 3,24,0,Standard jumpers
2025-26,0022500672,20260128,Jump Shot,3PT Field Goal,Right Corner 3,23,1,Standard jumpers
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500692,20260131,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),6,1,Layups
2025-26,0022500692,20260131,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,2,0,Floaters
2025-26,0022500692,20260131,Running Jump Shot,3PT Field Goal,Above the Break 3,24,1,Running jumpers
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Above the Break 3,25,0,Standard jumpers
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Right Corner 3,24,1,Standard jumpers
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Left Corner 3,24,0,Standard jumpers
2025-26,0022500692,20260131,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2025-26,0022500692,20260131,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),6,0,Floaters
2025-26,0022500692,20260131,Cutting Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2025-26,0022500692,20260131,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,1,1,Layups
2025-26,0022500692,20260131,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),9,0,Floaters
2025-26,0022500692,20260131,Running Layup Shot,2PT Field Goal,Restricted Area,0,1,Layups
2025-26,0022500692,20260131,Jump Shot,3PT Field Goal,Above the Break 3,25,1,Standard jumpers
2025-26,0022500705,20260201,Jump Shot,3PT Field Goal,Above the Break 3,24,0,Standard jumpers
2025-26,0022500705,20260201,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,24,0,Pull-ups
2025-26,0022500705,20260201,Jump Shot,3PT Field Goal,Above the Break 3,26,0,Standard jumpers
