loc_x,loc_y,shot_distance,shot_made,shot_type,shot_zone,shot_zone_area
6.0,190.0,19.0,True,2PT,Mid-Range,Center(C)
-21.0,4.0,2.0,False,2PT,Restricted Area,Center(C)
155.0,75.0,17.0,False,2PT,Mid-Range,Right Side(R)
92.0,30.0,9.0,False,2PT,Mid-Range,Right Side(R)
152.0,9.0,15.0,True,2PT,Mid-Range,Right Side(R)
32.0,244.0,24.0,True,3PT,Above the Break 3,Center(C)
-100.0,12.0,10.0,False,2PT,Mid-Range,Left Side(L)
-23.0,252.0,25.0,False,3PT,Above the Break 3,Center(C)
103.0,151.0,18.0,False,2PT,Mid-Range,Right Side Center(RC)
69.0,186.0,19.0,True,2PT,Mid-Range,Right Side Center(RC)
42.0,20.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
15.0,-3.0,1.0,True,2PT,Restricted Area,Center(C)
-14.0,9.0,1.0,True,2PT,Restricted Area,Center(C)
170.0,179.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
75.0,230.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
-139.0,99.0,17.0,True,2PT,Mid-Range,Left Side(L)
-226.0,6.0,22.0,False,3PT,Left Corner 3,Left Side(L)
-11.0,6.0,1.0,True,2PT,Restricted Area,Center(C)
4.0,17.0,1.0,True,2PT,Restricted Area,Center(C)
-32.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
21.0,1.0,2.0,True,2PT,Restricted Area,Center(C)
18.0,56.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
113.0,15.0,11.0,False,2PT,Mid-Range,Right Side(R)
6.0,-3.0,0.0,True,2PT,Restricted Area,Center(C)
6.0,107.0,10.0,True,2PT,In The Paint (Non-RA),Center(C)
192.0,30.0,19.0,False,2PT,Mid-Range,Right Side(R)
106.0,184.0,21.0,True,2PT,Mid-Range,Right Side Center(RC)
-62.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
6.0,7.0,0.0,True,2PT,Restricted Area,Center(C)
-228.0,3.0,22.0,False,3PT,Left Corner 3,Left Side(L)
-160.0,187.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
72.0,15.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-30.0,55.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
-45.0,56.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
228.0,64.0,23.0,False,3PT,Right Corner 3,Right Side(R)
-16.0,179.0,17.0,True,2PT,Mid-Range,Center(C)
195.0,148.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-93.0,227.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
29.0,50.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
-171.0,173.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
-123.0,129.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
2.0,4.0,0.0,True,2PT,Restricted Area,Center(C)
17.0,-10.0,1.0,True,2PT,Restricted Area,Center(C)
118.0,36.0,12.0,True,2PT,Mid-Range,Right Side(R)
47.0,34.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
9.0,50.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
-8.0,12.0,1.0,True,2PT,Restricted Area,Center(C)
228.0,23.0,22.0,False,3PT,Right Corner 3,Right Side(R)
-37.0,58.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
-229.0,25.0,23.0,False,3PT,Left Corner 3,Left Side(L)
9.0,56.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-38.0,36.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
2.0,-2.0,0.0,True,2PT,Restricted Area,Center(C)
-2.0,22.0,2.0,True,2PT,Restricted Area,Center(C)
77.0,236.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
140.0,203.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
127.0,206.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
20.0,197.0,19.0,False,2PT,Mid-Range,Center(C)
-161.0,189.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
147.0,12.0,14.0,True,2PT,Mid-Range,Right Side(R)
-11.0,11.0,1.0,True,2PT,Restricted Area,Center(C)
17.0,7.0,1.0,False,2PT,Restricted Area,Center(C)
-136.0,115.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
99.0,227.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
86.0,42.0,9.0,False,2PT,Mid-Range,Right Side(R)
-213.0,127.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
-5.0,135.0,13.0,True,2PT,In The Paint (Non-RA),Center(C)
-223.0,20.0,22.0,True,3PT,Left Corner 3,Left Side(L)
154.0,203.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
39.0,4.0,3.0,False,2PT,Restricted Area,Center(C)
9.0,4.0,0.0,True,2PT,Restricted Area,Center(C)
-7.0,-3.0,0.0,False,2PT,Restricted Area,Center(C)
-4.0,28.0,2.0,True,2PT,Restricted Area,Center(C)
140.0,17.0,14.0,False,2PT,Mid-Range,Right Side(R)
231.0,1.0,23.0,True,3PT,Right Corner 3,Right Side(R)
69.0,135.0,15.0,True,2PT,In The Paint (Non-RA),Center(C)
77.0,239.0,25.0,True,3PT,Above the Break 3,Center(C)
-232.0,60.0,23.0,False,3PT,Left Corner 3,Left Side(L)
225.0,129.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
26.0,6.0,2.0,False,2PT,Restricted Area,Center(C)
-24.0,20.0,3.0,False,2PT,Restricted Area,Center(C)
-29.0,12.0,3.0,False,2PT,Restricted Area,Center(C)
12.0,11.0,1.0,False,2PT,Restricted Area,Center(C)
-229.0,20.0,22.0,True,3PT,Left Corner 3,Left Side(L)
9.0,56.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
-75.0,235.0,24.0,False,3PT,Above the Break 3,Center(C)
-79.0,238.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
42.0,41.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
37.0,14.0,3.0,True,2PT,Restricted Area,Center(C)
-123.0,209.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
15.0,3.0,1.0,True,2PT,Restricted Area,Center(C)
162.0,113.0,19.0,True,2PT,Mid-Range,Right Side(R)
203.0,151.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
23.0,4.0,2.0,False,2PT,Restricted Area,Center(C)
1.0,25.0,2.0,True,2PT,Restricted Area,Center(C)
162.0,118.0,20.0,False,2PT,Mid-Range,Right Side Center(RC)
18.0,6.0,1.0,False,2PT,Restricted Area,Center(C)
-4.0,4.0,0.0,True,2PT,Restricted Area,Center(C)
21.0,12.0,2.0,False,2PT,Restricted Area,Center(C)
-86.0,20.0,8.0,False,2PT,Mid-Range,Left Side(L)
174.0,123.0,21.0,False,2PT,Mid-Range,Right Side(R)
89.0,97.0,13.0,False,2PT,Mid-Range,Right Side(R)
-106.0,167.0,19.0,False,2PT,Mid-Range,Left Side Center(LC)
146.0,0.0,14.0,True,2PT,Mid-Range,Right Side(R)
24.0,175.0,17.0,True,2PT,Mid-Range,Center(C)
214.0,113.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-4.0,39.0,3.0,False,2PT,Restricted Area,Center(C)
23.0,3.0,2.0,True,2PT,Restricted Area,Center(C)
236.0,17.0,23.0,False,3PT,Right Corner 3,Right Side(R)
15.0,82.0,8.0,False,2PT,In The Paint (Non-RA),Center(C)
-97.0,110.0,14.0,True,2PT,Mid-Range,Left Side(L)
-43.0,14.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
26.0,31.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
47.0,34.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
80.0,44.0,9.0,False,2PT,In The Paint (Non-RA),Right Side(R)
-161.0,192.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
136.0,216.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
236.0,72.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-78.0,241.0,25.0,True,3PT,Above the Break 3,Center(C)
1.0,0.0,0.0,True,2PT,Restricted Area,Center(C)
124.0,220.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
39.0,7.0,3.0,True,2PT,Restricted Area,Center(C)
121.0,48.0,13.0,False,2PT,Mid-Range,Right Side(R)
21.0,-5.0,2.0,True,2PT,Restricted Area,Center(C)
171.0,194.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-11.0,4.0,1.0,True,2PT,Restricted Area,Center(C)
-5.0,14.0,1.0,True,2PT,Restricted Area,Center(C)
168.0,22.0,16.0,True,2PT,Mid-Range,Right Side(R)
34.0,255.0,25.0,True,3PT,Above the Break 3,Center(C)
231.0,7.0,23.0,True,3PT,Right Corner 3,Right Side(R)
37.0,56.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
15.0,4.0,1.0,False,2PT,Restricted Area,Center(C)
0.0,-2.0,0.0,True,2PT,Restricted Area,Center(C)
-97.0,236.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
176.0,-6.0,17.0,True,2PT,Mid-Range,Right Side(R)
-24.0,3.0,2.0,False,2PT,Restricted Area,Center(C)
48.0,249.0,25.0,True,3PT,Above the Break 3,Center(C)
136.0,260.0,29.0,False,3PT,Above the Break 3,Right Side Center(RC)
39.0,34.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-19.0,9.0,2.0,False,2PT,Restricted Area,Center(C)
7.0,6.0,0.0,True,2PT,Restricted Area,Center(C)
53.0,146.0,15.0,False,2PT,Mid-Range,Center(C)
-149.0,26.0,15.0,False,2PT,Mid-Range,Left Side(L)
234.0,41.0,23.0,True,3PT,Right Corner 3,Right Side(R)
86.0,235.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
-21.0,91.0,9.0,False,2PT,In The Paint (Non-RA),Center(C)
10.0,63.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
21.0,6.0,2.0,True,2PT,Restricted Area,Center(C)
26.0,22.0,3.0,True,2PT,Restricted Area,Center(C)
28.0,53.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
-4.0,1.0,0.0,True,2PT,Restricted Area,Center(C)
0.0,3.0,0.0,False,2PT,Restricted Area,Center(C)
-120.0,56.0,13.0,False,2PT,Mid-Range,Left Side(L)
97.0,45.0,10.0,True,2PT,Mid-Range,Right Side(R)
-103.0,143.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
43.0,190.0,19.0,False,2PT,Mid-Range,Center(C)
-128.0,3.0,12.0,False,2PT,Mid-Range,Left Side(L)
-79.0,153.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
111.0,241.0,26.0,True,3PT,Above the Break 3,Right Side Center(RC)
61.0,77.0,9.0,False,2PT,In The Paint (Non-RA),Right Side(R)
125.0,176.0,21.0,True,2PT,Mid-Range,Right Side Center(RC)
-81.0,42.0,9.0,False,2PT,Mid-Range,Left Side(L)
239.0,-16.0,23.0,True,3PT,Right Corner 3,Right Side(R)
125.0,219.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
65.0,115.0,13.0,False,2PT,In The Paint (Non-RA),Center(C)
-15.0,67.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
18.0,36.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-100.0,0.0,10.0,False,2PT,Mid-Range,Left Side(L)
231.0,-6.0,23.0,False,3PT,Right Corner 3,Right Side(R)
141.0,23.0,14.0,True,2PT,Mid-Range,Right Side(R)
99.0,50.0,11.0,True,2PT,Mid-Range,Right Side(R)
-119.0,105.0,15.0,False,2PT,Mid-Range,Left Side(L)
-149.0,0.0,14.0,True,2PT,Mid-Range,Left Side(L)
89.0,37.0,9.0,True,2PT,Mid-Range,Right Side(R)
-163.0,-8.0,16.0,True,2PT,Mid-Range,Left Side(L)
-7.0,86.0,8.0,False,2PT,In The Paint (Non-RA),Center(C)
8.0,16.0,1.0,False,2PT,Restricted Area,Center(C)
-100.0,239.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
4.0,50.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
125.0,104.0,16.0,False,2PT,Mid-Range,Right Side Center(RC)
149.0,-6.0,14.0,False,2PT,Mid-Range,Right Side(R)
0.0,30.0,3.0,True,2PT,Restricted Area,Center(C)
36.0,9.0,3.0,True,2PT,Restricted Area,Center(C)
23.0,15.0,2.0,True,2PT,Restricted Area,Center(C)
121.0,61.0,13.0,True,2PT,Mid-Range,Right Side(R)
-106.0,0.0,10.0,False,2PT,Mid-Range,Left Side(L)
2.0,23.0,2.0,True,2PT,Restricted Area,Center(C)
7.0,118.0,11.0,True,2PT,In The Paint (Non-RA),Center(C)
-13.0,271.0,27.0,False,3PT,Above the Break 3,Center(C)
21.0,19.0,2.0,True,2PT,Restricted Area,Center(C)
-172.0,170.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
12.0,14.0,1.0,False,2PT,Restricted Area,Center(C)
61.0,252.0,25.0,True,3PT,Above the Break 3,Center(C)
9.0,31.0,3.0,True,2PT,Restricted Area,Center(C)
42.0,124.0,13.0,True,2PT,In The Paint (Non-RA),Center(C)
18.0,66.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
244.0,26.0,24.0,False,3PT,Right Corner 3,Right Side(R)
9.0,41.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-10.0,28.0,2.0,False,2PT,Restricted Area,Center(C)
9.0,30.0,3.0,False,2PT,Restricted Area,Center(C)
-98.0,178.0,20.0,False,2PT,Mid-Range,Left Side Center(LC)
-114.0,230.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
-4.0,14.0,1.0,True,2PT,Restricted Area,Center(C)
-81.0,36.0,8.0,True,2PT,Mid-Range,Left Side(L)
-52.0,272.0,27.0,False,3PT,Above the Break 3,Center(C)
23.0,11.0,2.0,True,2PT,Restricted Area,Center(C)
-2.0,28.0,2.0,True,2PT,Restricted Area,Center(C)
18.0,69.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
106.0,222.0,24.0,True,3PT,Above the Break 3,Right Side Center(RC)
26.0,17.0,3.0,True,2PT,Restricted Area,Center(C)
15.0,20.0,2.0,False,2PT,Restricted Area,Center(C)
0.0,23.0,2.0,False,2PT,Restricted Area,Center(C)
1.0,17.0,1.0,False,2PT,Restricted Area,Center(C)
-171.0,4.0,17.0,False,2PT,Mid-Range,Left Side(L)
-34.0,25.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-4.0,159.0,15.0,True,2PT,Mid-Range,Center(C)
-103.0,244.0,26.0,False,3PT,Above the Break 3,Left Side Center(LC)
69.0,246.0,25.0,True,3PT,Above the Break 3,Center(C)
-24.0,6.0,2.0,False,2PT,Restricted Area,Center(C)
125.0,228.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
-16.0,276.0,27.0,False,3PT,Above the Break 3,Center(C)
143.0,96.0,17.0,True,2PT,Mid-Range,Right Side(R)
121.0,15.0,12.0,False,2PT,Mid-Range,Right Side(R)
84.0,241.0,25.0,True,3PT,Above the Break 3,Right Side Center(RC)
15.0,30.0,3.0,True,2PT,Restricted Area,Center(C)
122.0,250.0,27.0,False,3PT,Above the Break 3,Right Side Center(RC)
42.0,47.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
113.0,63.0,12.0,False,2PT,Mid-Range,Right Side(R)
-24.0,30.0,3.0,True,2PT,Restricted Area,Center(C)
-32.0,47.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-4.0,23.0,2.0,True,2PT,Restricted Area,Center(C)
157.0,203.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
18.0,58.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
-86.0,165.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
-240.0,-3.0,24.0,True,3PT,Left Corner 3,Left Side(L)
146.0,7.0,14.0,False,2PT,Mid-Range,Right Side(R)
2.0,31.0,3.0,True,2PT,Restricted Area,Center(C)
-57.0,22.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
239.0,23.0,24.0,False,3PT,Right Corner 3,Right Side(R)
-18.0,17.0,2.0,True,2PT,Restricted Area,Center(C)
125.0,274.0,30.0,True,3PT,Above the Break 3,Right Side Center(RC)
-51.0,97.0,10.0,True,2PT,In The Paint (Non-RA),Center(C)
206.0,-19.0,20.0,False,2PT,Mid-Range,Right Side(R)
15.0,197.0,19.0,True,2PT,Mid-Range,Center(C)
23.0,159.0,16.0,False,2PT,Mid-Range,Center(C)
113.0,129.0,17.0,True,2PT,Mid-Range,Right Side Center(RC)
94.0,22.0,9.0,False,2PT,Mid-Range,Right Side(R)
-202.0,30.0,20.0,False,2PT,Mid-Range,Left Side(L)
23.0,12.0,2.0,True,2PT,Restricted Area,Center(C)
-57.0,41.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-40.0,48.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
70.0,14.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
31.0,20.0,3.0,True,2PT,Restricted Area,Center(C)
-21.0,26.0,3.0,False,2PT,Restricted Area,Center(C)
0.0,47.0,4.0,True,2PT,In The Paint (Non-RA),Center(C)
-10.0,6.0,1.0,True,2PT,Restricted Area,Center(C)
-139.0,123.0,18.0,True,2PT,Mid-Range,Left Side Center(LC)
54.0,12.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-23.0,20.0,3.0,True,2PT,Restricted Area,Center(C)
-147.0,15.0,14.0,False,2PT,Mid-Range,Left Side(L)
48.0,53.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-21.0,19.0,2.0,False,2PT,Restricted Area,Center(C)
225.0,146.0,26.0,False,3PT,Above the Break 3,Right Side Center(RC)
-155.0,195.0,24.0,True,3PT,Above the Break 3,Left Side Center(LC)
237.0,33.0,23.0,False,3PT,Right Corner 3,Right Side(R)
143.0,200.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-169.0,93.0,19.0,False,2PT,Mid-Range,Left Side(L)
-23.0,85.0,8.0,False,2PT,In The Paint (Non-RA),Center(C)
-223.0,50.0,22.0,True,3PT,Left Corner 3,Left Side(L)
23.0,15.0,2.0,True,2PT,Restricted Area,Center(C)
236.0,82.0,24.0,True,3PT,Right Corner 3,Right Side(R)
13.0,15.0,1.0,True,2PT,Restricted Area,Center(C)
73.0,7.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
21.0,9.0,2.0,True,2PT,Restricted Area,Center(C)
230.0,97.0,24.0,False,3PT,Above the Break 3,Right Side Center(RC)
-187.0,160.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
0.0,66.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
-139.0,211.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
-35.0,6.0,3.0,True,2PT,Restricted Area,Center(C)
-16.0,64.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
69.0,249.0,25.0,False,3PT,Above the Break 3,Center(C)
2.0,48.0,4.0,False,2PT,In The Paint (Non-RA),Center(C)
-26.0,53.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
37.0,34.0,5.0,True,2PT,In The Paint (Non-RA),Center(C)
236.0,19.0,23.0,False,3PT,Right Corner 3,Right Side(R)
237.0,34.0,23.0,False,3PT,Right Corner 3,Right Side(R)
51.0,26.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
-7.0,102.0,10.0,True,2PT,In The Paint (Non-RA),Center(C)
217.0,126.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
58.0,47.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
-15.0,12.0,1.0,True,2PT,Restricted Area,Center(C)
-122.0,14.0,12.0,False,2PT,Mid-Range,Left Side(L)
-161.0,9.0,16.0,True,2PT,Mid-Range,Left Side(L)
-141.0,121.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
62.0,11.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
-234.0,19.0,23.0,True,3PT,Left Corner 3,Left Side(L)
12.0,67.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
-23.0,242.0,24.0,False,3PT,Above the Break 3,Center(C)
-223.0,20.0,22.0,True,3PT,Left Corner 3,Left Side(L)
-2.0,19.0,1.0,True,2PT,Restricted Area,Center(C)
34.0,19.0,3.0,False,2PT,Restricted Area,Center(C)
-11.0,14.0,1.0,True,2PT,Restricted Area,Center(C)
-71.0,22.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-196.0,19.0,19.0,True,2PT,Mid-Range,Left Side(L)
-34.0,82.0,8.0,True,2PT,In The Paint (Non-RA),Center(C)
136.0,12.0,13.0,False,2PT,Mid-Range,Right Side(R)
-32.0,265.0,26.0,True,3PT,Above the Break 3,Center(C)
234.0,15.0,23.0,False,3PT,Right Corner 3,Right Side(R)
-146.0,23.0,14.0,False,2PT,Mid-Range,Left Side(L)
-67.0,238.0,24.0,False,3PT,Above the Break 3,Center(C)
29.0,6.0,2.0,True,2PT,Restricted Area,Center(C)
17.0,164.0,16.0,True,2PT,Mid-Range,Center(C)
20.0,160.0,16.0,False,2PT,Mid-Range,Center(C)
20.0,56.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
154.0,75.0,17.0,False,2PT,Mid-Range,Right Side(R)
174.0,183.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
195.0,33.0,19.0,True,2PT,Mid-Range,Right Side(R)
13.0,72.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
-10.0,97.0,9.0,True,2PT,In The Paint (Non-RA),Center(C)
-231.0,22.0,23.0,True,3PT,Left Corner 3,Left Side(L)
65.0,242.0,25.0,False,3PT,Above the Break 3,Center(C)
59.0,53.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
4.0,63.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
7.0,82.0,8.0,False,2PT,In The Paint (Non-RA),Center(C)
24.0,15.0,2.0,False,2PT,Restricted Area,Center(C)
18.0,58.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
157.0,127.0,20.0,True,2PT,Mid-Range,Right Side Center(RC)
20.0,0.0,2.0,True,2PT,Restricted Area,Center(C)
-54.0,246.0,25.0,True,3PT,Above the Break 3,Center(C)
18.0,1.0,1.0,True,2PT,Restricted Area,Center(C)
21.0,164.0,16.0,False,2PT,Mid-Range,Center(C)
75.0,200.0,21.0,True,2PT,Mid-Range,Right Side Center(RC)
179.0,186.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
103.0,104.0,14.0,False,2PT,Mid-Range,Right Side(R)
24.0,56.0,6.0,True,2PT,In The Paint (Non-RA),Center(C)
48.0,36.0,6.0,False,2PT,In The Paint (Non-RA),Center(C)
-142.0,197.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
13.0,7.0,1.0,True,2PT,Restricted Area,Center(C)
-37.0,61.0,7.0,True,2PT,In The Paint (Non-RA),Center(C)
-157.0,206.0,25.0,False,3PT,Above the Break 3,Left Side Center(LC)
154.0,205.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
237.0,44.0,24.0,False,3PT,Right Corner 3,Right Side(R)
234.0,7.0,23.0,False,3PT,Right Corner 3,Right Side(R)
-62.0,189.0,19.0,False,2PT,Mid-Range,Left Side Center(LC)
-166.0,20.0,16.0,False,2PT,Mid-Range,Left Side(L)
-7.0,3.0,0.0,True,2PT,Restricted Area,Center(C)
-147.0,108.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
155.0,71.0,17.0,False,2PT,Mid-Range,Right Side(R)
54.0,56.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-123.0,159.0,20.0,False,2PT,Mid-Range,Left Side Center(LC)
-128.0,101.0,16.0,True,2PT,Mid-Range,Left Side Center(LC)
26.0,3.0,2.0,True,2PT,Restricted Area,Center(C)
-153.0,33.0,15.0,False,2PT,Mid-Range,Left Side(L)
0.0,9.0,0.0,True,2PT,Restricted Area,Center(C)
-86.0,164.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
-46.0,53.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-48.0,176.0,18.0,True,2PT,Mid-Range,Center(C)
-15.0,12.0,1.0,True,2PT,Restricted Area,Center(C)
18.0,4.0,1.0,True,2PT,Restricted Area,Center(C)
-229.0,-2.0,22.0,False,3PT,Left Corner 3,Left Side(L)
17.0,-2.0,1.0,True,2PT,Restricted Area,Center(C)
-23.0,3.0,2.0,True,2PT,Restricted Area,Center(C)
23.0,12.0,2.0,False,2PT,Restricted Area,Center(C)
-235.0,6.0,23.0,False,3PT,Left Corner 3,Left Side(L)
168.0,190.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
29.0,91.0,9.0,True,2PT,In The Paint (Non-RA),Center(C)
230.0,31.0,23.0,True,3PT,Right Corner 3,Right Side(R)
20.0,12.0,2.0,False,2PT,Restricted Area,Center(C)
-194.0,181.0,26.0,True,3PT,Above the Break 3,Left Side Center(LC)
181.0,63.0,19.0,False,2PT,Mid-Range,Right Side(R)
-228.0,-8.0,22.0,False,3PT,Left Corner 3,Left Side(L)
-105.0,69.0,12.0,False,2PT,Mid-Range,Left Side(L)
-24.0,17.0,2.0,False,2PT,Restricted Area,Center(C)
17.0,12.0,2.0,True,2PT,Restricted Area,Center(C)
241.0,6.0,24.0,True,3PT,Right Corner 3,Right Side(R)
23.0,15.0,2.0,True,2PT,Restricted Area,Center(C)
12.0,1.0,1.0,True,2PT,Restricted Area,Center(C)
-73.0,115.0,13.0,False,2PT,In The Paint (Non-RA),Left Side(L)
-26.0,178.0,17.0,True,2PT,Mid-Range,Center(C)
-134.0,66.0,14.0,True,2PT,Mid-Range,Left Side(L)
-38.0,34.0,5.0,False,2PT,In The Paint (Non-RA),Center(C)
100.0,17.0,10.0,False,2PT,Mid-Range,Right Side(R)
160.0,-3.0,16.0,False,2PT,Mid-Range,Right Side(R)
0.0,-5.0,0.0,True,2PT,Restricted Area,Center(C)
9.0,0.0,0.0,True,2PT,Restricted Area,Center(C)
-204.0,151.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
-146.0,42.0,15.0,True,2PT,Mid-Range,Left Side(L)
-199.0,160.0,25.0,True,3PT,Above the Break 3,Left Side Center(LC)
-231.0,1.0,23.0,False,3PT,Left Corner 3,Left Side(L)
-24.0,255.0,25.0,False,3PT,Above the Break 3,Center(C)
141.0,211.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
21.0,6.0,2.0,True,2PT,Restricted Area,Center(C)
20.0,1.0,2.0,True,2PT,Restricted Area,Center(C)
-166.0,179.0,24.0,False,3PT,Above the Break 3,Left Side Center(LC)
24.0,-8.0,2.0,False,2PT,Restricted Area,Center(C)
18.0,181.0,18.0,True,2PT,Mid-Range,Center(C)
204.0,149.0,25.0,False,3PT,Above the Break 3,Right Side Center(RC)
48.0,258.0,26.0,False,3PT,Above the Break 3,Center(C)
12.0,3.0,1.0,True,2PT,Restricted Area,Center(C)
-231.0,28.0,23.0,True,3PT,Left Corner 3,Left Side(L)
193.0,183.0,26.0,True,3PT,Above the Break 3,Right Side Center(RC)
58.0,52.0,7.0,False,2PT,In The Paint (Non-RA),Center(C)
-16.0,15.0,2.0,True,2PT,Restricted Area,Center(C)
12.0,82.0,8.0,True,2PT,In The Paint (Non-RA),Center(C)
-127.0,119.0,17.0,False,2PT,Mid-Range,Left Side Center(LC)
-114.0,148.0,18.0,False,2PT,Mid-Range,Left Side Center(LC)
-2.0,148.0,14.0,False,2PT,Mid-Range,Center(C)
